seed,sample_id,split,y0,y1,y2,y3,y4,y5,y6
0,buggy_380xc71ac06a50fa9a33e4308b44df45928d64a76a6d_SafeMath_mul,train,1,0,0,0,0,0,0
0,buggy_380x794d1d86685d45f9297c2fe80f295aa7f8285bb4_SafeMath_div,train,0,0,0,0,0,1,0
0,buggy_280x2c72ee35637cb6df00f8c07595b564a05f667006_SafeMath_mod,train,0,0,1,0,0,0,0
0,reentrancy_dao0x325c96fa60eeb3a9f88bab75278b5ff18398c919_InvestorWhiteList_InvestorWhiteList,train,0,0,0,0,1,0,0
0,buggy_20x6c970e1c693829b96e8c82311a0c43a8c809df4c_SafeMath_mod,train,1,0,0,0,0,0,0
0,0x104edd531d98e93def5d050ecbf10914a6fe1f89,train,0,0,0,0,0,0,0
0,buggy_140x00fc270c9cc13e878ab5363d00354bebf6f05c15_Owned_acceptOwnership,train,0,0,1,0,0,0,0
0,buggy_140xebb82eabbb699cedf7e72f316ec0e0f3fd1c3859_SafeMath_mod,train,0,0,0,0,1,0,0
0,token0x6b7a2368f92095b4ae063dd504c99d3603ab84aa_Owned_Owned,train,0,1,0,0,0,0,0
0,buggy_140x133db2e37d8676e425eca72d3ffc3b97855d31d3_SafeMath_max256,train,0,1,0,0,0,0,0
0,access_control__buggy_28,train,1,0,0,0,0,0,0
0,buggy_110x29fb4cee43155baab885897f0e96b1f0572a1e86_SafeERC20_safeTransferFrom,train,0,0,1,0,0,0,0
0,buggy_270x2ef54146f130d428df4ff57775439ca5bae36bac_SafeMath_mul,train,1,0,0,0,0,0,0
0,buggy_430x39644476e9a3a882fbfb98a69ef2e82e56eccb90_MEADCOIN_,train,0,0,0,1,0,0,0
0,0x538cc4af284ba376ad5bad0d364fbc9fb302546a,train,0,0,0,0,0,0,0
0,buggy_430x3e159b739864768ecc80945670d3292d9c5bb14e_STONToken_,train,0,0,0,0,0,0,1
0,time_manipulation__buggy_14,train,0,0,0,0,0,1,0
0,buggy_40x064240b9b3b069e4ead886d507b7431397b8a39b_SafeMath_mod,train,0,0,1,0,0,0,0
0,0xf2570186500a46986f3139f65afedc2afe4f445d0x77bfd55f422b6978a1a21de65f8a13a1b58fa766_BasicToken_balanceOf,train,0,0,0,0,0,0,1
0,buggy_10xbf952ed8472a47cc6b5119cde96565553c187c30_Ownable_Ownable,train,0,1,0,0,0,0,0
0,buggy_400x6ebcab35ae8d2999e04742695b70f8d2e8c0f0e6_Pausable_paused,train,1,0,0,0,0,0,0
0,buggy_320x4527a3b4a8a150403090a99b87effc96f2195047_SafeMath_safeDiv,train,0,0,0,1,0,0,0
0,0x0b54c811cd4fd4d27c2ff0061c3831427d89b73c,train,0,0,0,0,0,0,0
0,0xdc3f9f3301194139e9398967547ca3b6322a34cd,train,0,0,0,0,0,0,0
0,0x133e9c0564dc1e6746fc7a3513d48198b96539a0,train,0,0,0,0,0,0,0
0,0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b1520xcf1f116947ba657dcc9fbab294d2d8cd4b12c362_database_get_presale_iconiq_arbits_per_ether,train,0,0,0,0,0,0,1
0,0x99ed1f3fab1b072764098d5ed88ca79836c3bdaa,train,0,0,0,0,0,0,0
0,buggy_440x54a217897273a50fb646c1cfc057d8abbf3433de_ERC20_balanceOf,train,0,0,0,0,1,0,0
0,0x1252e72f73a5fede1a217c44f11a2caa24f406a7,train,0,0,0,0,0,0,0
0,uncheck__buggy_27,train,0,0,0,0,0,0,1
0,buggy_140x77cf2198b76036807361db84aac6d2325281e433_Owned_acceptOwnership,train,0,0,0,0,0,0,1
0,front_running__buggy_40,train,0,0,0,1,0,0,0
0,buggy_380xa368d5a0dc530fe48883e742b817164ba6d91c4e_Pausable_addDistributionContract,train,0,0,0,0,0,0,1
0,time_manipulation__buggy_26,train,0,0,0,0,0,1,0
0,buggy_110x46cc7ec70746f4cbd56ce5fa9bb7d648398eaa5c_REALT_totalSupply,train,0,0,0,1,0,0,0
0,buggy_380xcaa05e82bdcba9e25cd1a3bf1afb790c1758943d_StandardToken_approve,train,0,0,1,0,0,0,0
0,buggy_280xae75116eacb982b6cd08a567ebafbb9e3718f123_EqwityToken_,train,0,1,0,0,0,0,0
0,mishandled,train,0,0,0,0,0,0,1
0,0xd648801ac646e5b6c1c8f403218b80e0d275274d,train,0,0,0,0,0,0,0
0,front_running__buggy_31,train,0,0,0,1,0,0,0
0,access_control__buggy_34,train,1,0,0,0,0,0,0
0,buggy_400x6b9d46a223ffa343f8b14d855a8314b0eff7fcb7_SafeMath_mul,train,0,0,0,1,0,0,0
0,0x5aaefe84e0fb3dd1f0fcff6fa7468124986b91bd,train,0,0,0,0,0,0,0
0,buggy_380x44f903884941b591ba1359d62c4cd04f3feb2235_SafeMath_mul,train,1,0,0,0,0,0,0
0,time_manipulation__buggy_6,train,0,0,0,0,0,1,0
0,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27,train,0,0,0,0,0,0,1
0,buggy_440x35b26197ba05fca755e7ff44253bbfa036fee5b4_SafeMath_mod,train,1,0,0,0,0,0,0
0,buggy_440xa31b1767e09f842ecfd4bc471fe44f830e3891aa_ERC20_totalSupply,train,0,0,0,0,0,0,1
0,buggy_140xc4b6c9323f9840e0b2b2a0e65b5dc172378fb9c4_SafeMath_mul,train,0,0,1,0,0,0,0
0,0x1105536cc57be95a126e05c80262252b8c9998db,train,0,0,0,0,0,0,0
0,0xef1344bdf80bef3ff4428d8becec3eea4a2cf574,train,0,0,0,0,0,0,0
0,buggy_380xfa90d6a9a8b7fcdcbbb06e441c0ecaa57f55b11e_Owned_acceptOwnership,train,0,0,0,0,0,1,0
0,0xebed6da3e9355f1aa402f976c054db7bc16be7e0,train,0,0,0,0,0,0,0
0,buggy_40xcfe17aebf83381a651ceed832767ae7bab7b4055_SafeMath_div,train,0,1,0,0,0,0,0
0,buggy_30xaa44a4443d095a8064104ed680ef5070fa72399c_LTLNN_balanceOf,train,0,0,0,0,1,0,0
0,buggy_280xa7f1863212762d6b6f7b958b46a21ba9e4818422_Bitwin_,train,0,0,0,1,0,0,0
0,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e,train,0,0,0,0,0,0,1
0,0x04ead19ff234b55a6e65391fe553d4baaa5b7ebb,train,0,0,0,0,0,0,0
0,0x8cdd0cd56ae24422382c4a6ffef382732f43fe4c,train,0,0,0,0,0,0,0
0,buggy_430xcf640abc9f61c5b755a2706b56f9b1da8517412d_ERC20_balanceOf,train,0,0,1,0,0,0,0
0,buggy_240x36151737b45017234e9570cf9a1cac97138953c2_ERC20_allowance,train,0,1,0,0,0,0,0
0,front_running__buggy_28,train,0,0,0,1,0,0,0
0,dos__buggy_16,train,0,0,1,0,0,0,0
0,buggy_40x35b26197ba05fca755e7ff44253bbfa036fee5b4_SafeMath_mod,train,0,1,0,0,0,0,0
0,eth_tx_order_dependence_minimal0x59f2cc9bbeb3ccbef4991769deb29611a28acf83_BasicToken_balanceOf,train,0,0,0,1,0,0,0
0,buggy_260x193408ca0576b73156ed42a2ea7d6fd3f6507162_SafeMath_safeDiv,train,0,0,0,0,0,0,1
0,buggy_440x41c0332c833398b24095057446a20459d7b4b66d_SafeMath_mod,train,0,0,0,0,0,0,1
0,buggy_110xff02b17386f94da201cff84a6a7482ec2c452ef3_ERC20Detailed_decimals,train,0,0,0,0,1,0,0
0,buggy_400x45c998a972e6449858206775d50f3925eb1e5b1b_SafeMath_div,train,1,0,0,0,0,0,0
0,0xf14922001a2fb8541a433905437ae954419c2439,train,0,0,0,0,0,0,0
0,buggy_40x87ab739464881af0011052d4ca0b0d657e8c3b48_Pausable_paused,train,0,1,0,0,0,0,0
0,front_running__buggy_39,train,0,0,0,1,0,0,0
0,buggy_280x44f920b8e9b703f87f52f22ac84a106ef464388c_SafeMath_mod,train,0,0,0,1,0,0,0
0,buggy_110xd5ca9646cf0fc525c1631320e8d78968774f7aeb_SafeMath_safeDiv,train,0,0,0,1,0,0,0
0,uncheck__buggy_16,train,0,0,0,0,0,0,1
0,buggy_40x4f375b916cdbb1c389385832d8a1e0faabe2ce13_Ownable_owner,train,0,0,0,0,1,0,0
0,arithmetic__buggy_39,train,0,1,0,0,0,0,0
0,buggy_280x469202bb405f940cd908ddbc28155a70703a4840_SafeMath_div,train,0,0,0,0,0,1,0
0,buggy_260x366cf49c6bc3986b20ecf4fd7c05f0c617332e8c_ERC721_balanceOf,train,0,1,0,0,0,0,0
0,arithmetic__buggy_20xc617d51e3a1f621da8ae67b2f652d6ac02eb8d95_SafeMath_safeMul,train,0,1,0,0,0,0,0
0,uncheck__buggy_48,train,0,0,0,0,0,0,1
0,reentrancy_bonus0x1c0addffeb8a2c63de6ec734ad1728240cd8d877_ProofOfExistence_get,train,0,0,0,0,1,0,0
0,token0x957b9dc190c4391a1e07352df34e1ec02077f1ec_SafeMath_max64,train,0,1,0,0,0,0,0
0,buggy_230x9d7bb267cca4c33caaa8dfe3ad05bf6b61eef538_SafeMath_mul,train,0,1,0,0,0,0,0
0,buggy_440xe65ee7c03bbb3c950cfd4895c24989afa233ef01_FixedSupplyBurnableToken_balanceOf,train,0,0,0,1,0,0,0
0,0x55f359a60d458d3d215e7a51539084fc3f65daad,train,0,0,0,0,0,0,0
0,buggy_400x347038bab5c32e619d3d3aaeb05d408afc1671a9_Ownable_owner,train,0,0,0,1,0,0,0
0,buggy_190x66c6e6be5736046021381054d26e15a2f123d8f8_ERC20_balanceOf,train,0,1,0,0,0,0,0
0,access_control__buggy_20,train,1,0,0,0,0,0,0
0,time_manipulation__buggy_28,train,0,0,0,0,0,1,0
0,buggy_110x2781246fe707bb15cee3e5ea354e2154a2877b16_ERC20_balanceOf,train,0,0,0,0,0,0,1
0,uncheck__buggy_35,train,0,0,0,0,0,0,1
0,0x3fd71392ac646c7634e6a3fd1eb77a95abeaa1b1,train,0,0,0,0,0,0,0
0,0x52d2e0f9b01101a59b38a3d05c80b7618aeed9840x7fecab617c868bb5996d99d95200d2fa708218e4_SafeMath_sub,train,0,0,0,0,0,0,1
0,buggy_240x9e92ead7ea826c174cd6a05d172375db60df188d_RadToken_allowance,train,0,1,0,0,0,0,0
0,0x89509d113b09b109a0ae2fb940091a60e8b73231,train,0,0,0,0,0,0,0
0,tokensalechallenge0xf5d714d9cd577b7daf83f84aea37a1eb0787e7ad_BasicToken_totalSupply,train,0,1,0,0,0,0,0
0,ether_lotto0x6669c10955f8f3a64025ae9793b9a92e777d628d_SafeMath_div,train,0,0,0,0,0,1,0
0,0x14eae1322abcadf490bc6ebd6a821a86373e20c4,train,0,0,0,0,0,0,0
0,buggy_260x616a74e4895bfe762da00b95877f25bef0d0d3c8_SafeMath_mul,train,1,0,0,0,0,0,0
0,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707,train,0,0,0,0,0,0,1
0,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b770xe9813b3ac3fd938d21e47d10987f58914e6ff1fd_ImTokenCardBack_mint,train,0,0,0,0,0,0,1
0,arithmetic__buggy_14,train,0,1,0,0,0,0,0
0,buggy_110xf5e7ecb7f6011f35f7f0781922784467a149c405_SafeMath_Connor_mul,train,0,0,0,1,0,0,0
0,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,train,0,0,0,0,0,0,1
0,reentrancy__buggy_11,train,0,0,0,0,1,0,0
0,buggy_280x1a9ecb05376bf8bb32f7f038a845dbafb22041cd_Mono_allowance,train,0,0,0,0,0,0,1
0,buggy_30xc760721eb65aa6b0a634df6a008887c48813ff63_ERC20_allowance,train,1,0,0,0,0,0,0
0,buggy_110x034f8165470b0a26b8daac1c3cd1cc6156e8294d_Owned_acceptOwnership,train,0,0,0,1,0,0,0
0,buggy_140xc617d51e3a1f621da8ae67b2f652d6ac02eb8d95_SafeMath_safeMul,train,0,0,0,0,1,0,0
0,buggy_40xebdf9a7ae0009b958c6d09501eb9ac1dafeb31ab_SafeMath_div,train,0,0,1,0,0,0,0
0,uncheck__buggy_11,train,0,0,0,0,0,0,1
0,buggy_280x927c993100ec88012afebf1bff292cf2d4c6317a_Pausable_addDistributionContract,train,1,0,0,0,0,0,0
0,eth_tx_order_dependence_minimal0xb2501a43089d2d5d61917d4acc921f4a1689e32f_AbcdEfg_totalSupply,train,0,0,0,1,0,0,0
0,buggy_40x06a6fc23e6ec8a2b2aeeefd70d772dc3d6b45010_SafeMath_div,train,1,0,0,0,0,0,0
0,buggy_400x20d11cb319552871969526f4c58b99c34df9e6ed_BasicToken_balanceOf,train,0,0,1,0,0,0,0
0,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,train,0,0,0,0,1,0,0
0,etherbank0xf825251d8d0c4da7ebd83b564b61ff3eb0852384_AbstractToken_AbstractToken,train,0,0,0,0,1,0,0
0,reentrance,train,0,0,0,0,1,0,0
0,lottopollo0xa2e4fb662ba999a1e1bac839340c4d34e36e5d19_FlightDelayAddressResolver_FlightDelayAddressResolver,train,0,0,0,0,0,1,0
0,buggy_40x06652f356e52681c07d1338bd13b2d80820a9286_Pausable_paused,train,0,1,0,0,0,0,0
0,eth_tx_order_dependence_minimal0x1c0addffeb8a2c63de6ec734ad1728240cd8d877_ProofOfExistence_get,train,0,0,0,1,0,0,0
0,buggy_140xb70e23a235eb97a5397261be9a85de73eba212c1_SafeMath_div,train,0,0,0,0,0,1,0
0,auction0x676abde481967851b0c28e81bde8561e756d75e8_Ownable_Ownable,train,0,0,1,0,0,0,0
0,buggy_30x6556d2ec4d96da39cf75cbe50d58fae90079800a_ERC20_balanceOf,train,0,0,0,0,0,0,1
0,0x6020da0f7c1857dbe4431ec92a15cc318d933eaa,train,0,0,0,0,0,0,0
0,buggy_400x89ca91cfdb0ae8bc3abc659bc0b5fdc866e9d5cd_InchWormPOC_allowance,train,0,0,1,0,0,0,0
0,arithmetic__buggy_6,train,0,1,0,0,0,0,0
0,buggy_440xee89f20cb132e134c9ffccf623f6d01f73591bce_ERC20_balanceOf,train,0,0,0,0,0,0,1
0,buggy_40xc6003a33f7464d6e6c1dc17344a75a9952187541_SafeMath_mod,train,1,0,0,0,0,0,0
0,buggy_20xb8c6ad2586bb71d518c2aaf510efe91f82022f58_SafeMath_div,train,0,0,1,0,0,0,0
0,buggy_380x535bfc6883442f2ebe26171c2716cb25b623792c_DissolutionToken_balanceOf,train,1,0,0,0,0,0,0
0,integer_overflow_add,train,0,1,0,0,0,0,0
0,0x0bbb4b90cb9176929e16f307bc1efa63867a8c6d,train,0,0,0,0,0,0,0
0,time_manipulation__buggy_33,train,0,0,0,0,0,1,0
0,reentrancy__buggy_18,train,0,0,0,0,1,0,0
0,time_manipulation__buggy_43,train,0,0,0,0,0,1,0
0,arithmetic__buggy_11,train,0,1,0,0,0,0,0
0,0x610495793564aed0f9c7fc48dc4c7c9151d34fd60x7f9ccc73e75ad4e1b5d931dbe77c11328860ef47_Pausable_paused,train,0,0,0,0,0,0,1
0,0x4fc253577d582ab489dd7325e5e77ca2c3cfc3fe,train,0,0,0,0,0,0,0
0,0x673a5fb0639d35ab6e157c1e6377d0096ab74128,train,0,0,0,0,0,0,0
0,front_running__buggy_32,train,0,0,0,1,0,0,0
0,0xf29ebe930a539a60279ace72c707cba851a57707,train,0,0,0,0,0,0,1
0,0xe463d1ee18bcbce681215d15738018eadaa82260,train,0,0,0,0,0,0,0
0,tokensalechallenge0xa99457d5b259bca184e9f7a44132310f6670d19c_Ownable_Ownable,train,0,1,0,0,0,0,0
0,buggy_240x0ef987c2be871851176e46b098083b8f0fef4c17_ERC20_balanceOf,train,0,0,0,0,0,0,1
0,0x2972d548497286d18e92b5fa1f8f9139e5653fd20x73fadd839ccc9097bbcc87e1f9af56157bc47dde_SafeMath_div,train,0,0,0,0,0,0,1
0,buggy_400xde960de55c59c3fd139c792564329523531f1e18_SafeMath_div,train,0,0,1,0,0,0,0
0,dos__buggy_25,train,0,0,1,0,0,0,0
0,insecure_transfer0x3b7394e62f675993a0e3de45acf7d22c3ea54f1e_SafeMath_div,train,0,1,0,0,0,0,0
0,reentrancy__buggy_33,train,0,0,0,0,1,0,0
0,reentrancy__buggy_6,train,0,0,0,0,1,0,0
0,buggy_280x5ecb025e51415dba9fd272c551076357cf4069f5_Owned_acceptOwnership,train,0,0,0,0,0,1,0
0,buggy_280x0e97dcbe67df2a0d3fbcd983c04990e6d0cbb566_SafeMath_div,train,0,0,0,1,0,0,0
0,buggy_440x39f5be9f4b18830c9bb17cfdb045a4724c3d3b28_MCCIT_totalSupply,train,0,0,0,0,1,0,0
0,buggy_440x831b1cf1387c388ed8eae955e895d90b2adb2244_SafeMath_mod,train,0,1,0,0,0,0,0
0,0x7c639dafe776aa02f24b90c9bca3dc4ff11b6b3d,train,0,0,0,0,0,0,0
0,0x89c1b3807d4c67df034fffb62f3509561218d30b,train,0,0,0,0,0,0,1
0,buggy_400x3b18610670ab6d6df6eb0642c5f90416aa076995_BariCoin_,train,0,0,0,0,0,0,1
0,buggy_230xdbe615c10ce4336fcbaed628e76fbe84e4b7dc44_SafeMath_div,train,0,1,0,0,0,0,0
0,buggy_270x3e159b739864768ecc80945670d3292d9c5bb14e_Owned_acceptOwnership,train,1,0,0,0,0,0,0
0,buggy_380xc76378c467c819d93ddad8b474e3338bcd74baee_PublicResolver_supportsInterface,train,0,0,0,0,0,1,0
0,time_manipulation__buggy_50,train,0,0,0,0,0,1,0
0,0x524960d55174d912768678d8c606b4d50b79d7b10xc8e6cd948e3f6c586c9af12ea23c504d0933e19a_BasicToken_totalSupply,train,0,0,0,0,0,0,1
0,access_control__buggy_18,train,1,0,0,0,0,0,0
0,buggy_240x5df57065865e078e2029f264dca5517ac08601b4_SafeMath_mul,train,0,0,1,0,0,0,0
0,0x36f0d644877b77e1311f851c78637e774c67ae20,train,0,0,0,0,0,0,0
0,lottopollo0x4726bf61c3a8df967b6f2c805659810e8d343218_Agriss_getBalanceOf,train,0,0,0,0,0,1,0
0,buggy_440x61b2d3ea9f1c6b387c985c73d40e8fbfb284e5c7_SafeMath_div,train,1,0,0,0,0,0,0
0,incorrect_constructor_name2,train,1,0,0,0,0,0,0
0,buggy_230x0ef987c2be871851176e46b098083b8f0fef4c17_SafeMath_mul,train,0,0,1,0,0,0,0
0,0xb42211a1b3ae2ec02454850790c02b683abf9dda,train,0,0,0,0,0,0,0
0,buggy_380x65565ae3ef290215c87e956065a451e4b40e1823_TokenTimelock_beneficiary,train,0,1,0,0,0,0,0
0,buggy_280xf8d142c7cd9b9d5abf6c449307de40adb8a17b38_SafeMath_mod,train,0,0,1,0,0,0,0
0,buggy_20xa5503c4227bf8c5fcbab84cece74009de5fc3e71_SafeMath_div,train,0,0,0,0,0,0,1
0,time_manipulation__buggy_16,train,0,0,0,0,0,1,0
0,0xf2570186500a46986f3139f65afedc2afe4f445d0x25a1de1c3ee658fe034b8914a1d8d34110423af8_SafeMath_div,train,0,0,0,0,0,0,1
0,buggy_170x75c7626e1903bba8c1e429d6db5ea26600c6a248_SafeMath_mul,train,0,0,0,1,0,0,0
0,0x2c8826775fb4d5c883fba7c2ffa0ef0854dd9529,train,0,0,0,0,0,0,0
0,0x2972d548497286d18e92b5fa1f8f9139e5653fd20x0da2c2f5bb8cef300e894f47532af79811f0e18a_DaEXCoin_approve,train,0,0,0,0,0,0,1
0,buggy_280x13893f2a61c42e412624dabca9e5bd7b2ac5c5cf_FixedSupplyToken_allowance,train,0,1,0,0,0,0,0
0,uncheck__buggy_1,train,0,0,0,0,0,0,1
0,buggy_30x535960f316117a9941ea37b06393b81341a17421_ETM_totalSupply,train,0,0,0,1,0,0,0
0,buggy_280x109e726df6f2fe1aaf0ca306e1582d305614075b_SafeMath_mul,train,0,0,0,0,1,0,0
0,token0xa746564ae854f6f023d01ed159b0333f92c472dc_ERC20_totalSupply,train,0,1,0,0,0,0,0
0,reentrancy_simple0x45ecd27a81df8ca0848cdef0b7d325ea40c581fe_SafeMath_safeMul,train,0,0,0,0,1,0,0
0,0xdd5151da2ab25566e1d2a3c9a3e77396303f8a93,train,0,0,0,0,0,0,0
0,0xce0e76ba29f1a2baac3a62791d5cfa92f79910a0,train,0,0,0,0,0,0,0
0,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,train,0,0,0,0,0,0,1
0,time_manipulation__buggy_5,train,0,0,0,0,0,1,0
0,buggy_30xc71ac06a50fa9a33e4308b44df45928d64a76a6d_SafeMath_div,train,0,0,0,0,0,0,1
0,arithmetic__buggy_3,train,0,1,0,0,0,0,0
0,access_control__buggy_16,train,1,0,0,0,0,0,0
0,buggy_30xa48711840b4ce07800b06ea4860d73ca55a836ec_SafeMath_div,train,0,0,1,0,0,0,0
0,buggy_40x2a3a07d241eda9d573a6b666e9fc359666cf7b39_SafeMath_mod,train,0,0,1,0,0,0,0
0,buggy_430x45c998a972e6449858206775d50f3925eb1e5b1b_ERC20_balanceOf,train,0,1,0,0,0,0,0
0,integer_overflow_minimal0x6b05fb952c2c986c2e005d29e33dbc48d07b7577_Ownable_owner,train,0,1,0,0,0,0,0
0,front_running__buggy_49,train,0,0,0,1,0,0,0
0,buggy_30x349c14bca4e70d5ea4a4c08e7cffce51708b4887_SafeMath_mul,train,0,0,0,1,0,0,0
0,buggy_240xf36c6876ba6ec35bb0c004fc3a2879cb9586a173_SafeMath_mul,train,0,1,0,0,0,0,0
0,buggy_140x97472ce862fc811ecbed9f3123e1dbf55fe40c9b_SafeMath_mul,train,0,0,0,0,0,0,1
0,arithmetic__buggy_26,train,0,1,0,0,0,0,0
0,0x2c72ee35637cb6df00f8c07595b564a05f667006,train,0,0,0,0,0,0,0
0,0x2e2e0b2ef981b0e3e5602128f0d520293ba7f338,train,0,0,0,0,0,0,0
0,0x11bf607993ebfc3426ab3952e01cf40d70afc76f,train,0,0,0,0,0,0,0
0,buggy_190xda7bf696953ce9a74f5fbf79ce3f99572dede591_ERC20Detailed_decimals,train,0,1,0,0,0,0,0
0,0xe0d62ad40082d615703913a48b9b3914f5b56d57,train,0,0,0,0,0,0,0
0,0x9ecc1e438655e1dd724283f9bd3ded379cb6ca37,train,0,0,0,0,0,0,0
0,buggy_280x6b9d46a223ffa343f8b14d855a8314b0eff7fcb7_FormSI060719_balanceOf,train,0,0,0,1,0,0,0
0,etherbank0x416768387836bd8715d127ef9065975325cfad14_GoTDragonFarm_claimFreeDragon,train,0,0,0,0,1,0,0
0,0xbaa3de6504690efb064420d89e871c27065cdd52,train,0,0,0,0,0,0,1
0,buggy_140x65565ae3ef290215c87e956065a451e4b40e1823_SafeMath_mod,train,0,0,0,0,0,1,0
0,uncheck__buggy_240x36aa67777b842a4b5670067634ed5ad9365759ee_FixedSupplyToken_allowance,train,0,0,0,0,0,0,1
0,buggy_40xf7be3fefee60736b7602bb75d5d0c6bdc1a88222_DanpiaTestTokens_allowance,train,0,0,0,0,0,0,1
0,buggy_190x9587c214951d567e211192f9a7dbb2b9c7211848_multiSend_,val,0,1,0,0,0,0,0
0,reentrancy__buggy_39,val,0,0,0,0,1,0,0
0,0x5dd0815a4cf119ad91ba045bbbf879f3f7de3c68,val,0,0,0,0,0,0,0
0,buggy_380x767385821ba49a86c343ea9d674702a9177ab816_Owned_acceptOwnership,val,0,0,0,1,0,0,0
0,buggy_440x44e9ab4a3af1ccc8c1cfce6fc7d3e650373fc507_ERC20Detailed_decimals,val,0,1,0,0,0,0,0
0,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,val,0,0,0,0,0,0,0
0,access_control__buggy_22,val,1,0,0,0,0,0,0
0,buggy_190xef1344bdf80bef3ff4428d8becec3eea4a2cf574_ERC20_allowance,val,0,1,0,0,0,0,0
0,buggy_240x19c33ea6a6bd42078d36ac2cd2010df01aa45ac9_SafeMath_div,val,0,1,0,0,0,0,0
0,arithmetic__buggy_12,val,0,1,0,0,0,0,0
0,0xa46edd6a9a93feec36576ee5048146870ea2c3ae0x1beb353fa1e215457ff16fceec07f7eab9f06565_EscrowWallet_Request,val,0,0,0,0,0,0,1
0,access_control__buggy_38,val,1,0,0,0,0,0,0
0,0x7906cdac57b29ef289c4887eb7811c2a641a2b75,val,0,0,0,0,0,0,0
0,front_running__buggy_18,val,0,0,0,1,0,0,0
0,0x0234ae8f8e5a5aeccff9f633aa8d81aa17677ed0,val,0,0,0,0,0,0,0
0,0x0da9326d7da81f8b19a8ec2d3255ab7076768c2d,val,0,0,0,0,0,0,0
0,arithmetic__buggy_44,val,0,1,0,0,0,0,0
0,0x03966330e7f60c95d2d8dd043735eea901c5e4e0,val,0,0,0,0,0,0,0
0,uncheck__buggy_26,val,0,0,0,0,0,0,1
0,buggy_400x535960f316117a9941ea37b06393b81341a17421_SafeMath_safeDiv,val,0,0,1,0,0,0,0
0,buggy_380xaffdbbbdd400bb780dea5307b39187d1e9edc1cc_SafeMath_mul,val,0,0,0,1,0,0,0
0,0x0e5632feb2c2619dba9c7e2dc5a7ed3fd14969da,val,0,0,0,0,0,0,0
0,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99,val,0,0,0,0,0,0,1
0,0x5f5b176553e51171826d1a62e540bc30422c7717,val,0,0,0,0,0,0,0
0,uncheck__buggy_14,val,0,0,0,0,0,0,1
0,access_control__buggy_31,val,1,0,0,0,0,0,0
0,buggy_400x3b3801f0fc76528e42390df701f513fc62cbf154_FixedSupplyToken_,val,0,0,0,1,0,0,0
0,0x3a306a399085f3460bbcb5b77015ab33806a10d5,val,0,0,0,0,0,0,0
0,reentrancy__buggy_16,val,0,0,0,0,1,0,0
0,buggy_240xcb5eb4ad33fd2ff079d70c1bf31f99ea8aac73d7_SafeMath_mod,val,0,0,0,0,0,0,1
0,buggy_270x18ae6bc100ac9ef701c14562e1b812393a86a8e8_Owned_acceptOwnership,val,0,1,0,0,0,0,0
0,dos__buggy_17,val,0,0,1,0,0,0,0
0,time_manipulation__buggy_15,val,0,0,0,0,0,1,0
0,0x000c100050e98c91f9114fa5dd75ce6869bf4f53,val,0,0,0,0,0,0,0
0,integer_overflow_minimal0x14eae1322abcadf490bc6ebd6a821a86373e20c4_BasicToken_totalSupply,val,0,1,0,0,0,0,0
0,buggy_440xd8b5bc0773ac589e11fc8c21abcc8441951fd4c7_AbstractToken_,val,0,0,0,0,1,0,0
0,front_running__buggy_15,val,0,0,0,1,0,0,0
0,buggy_40xb4450f8048dd4eaa6e24b6fdb4f8328b22b61bef_SafeMath_div,val,0,0,0,0,0,0,1
0,0xe894d54dca59cb53fe9cbc5155093605c7068220,val,0,0,0,0,0,0,1
0,wallet_04_confused_sign,val,1,0,0,0,0,0,0
0,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c0xf226e38c3007b3d974fc79bcf5a77750035436ee_SafeMath_div,val,0,0,0,0,0,0,1
0,buggy_40x9d7bb267cca4c33caaa8dfe3ad05bf6b61eef538_AbstractToken_balanceOf,val,0,0,0,0,0,0,1
0,0xf2570186500a46986f3139f65afedc2afe4f445d0xb37a769b37224449d92aac57de379e1267cd3b00_SafeMath_div,val,0,0,0,0,0,0,1
0,0x35972be96f011fd6a51f6090a856083078a44655,val,0,0,0,0,0,0,0
0,buggy_400x535bfc6883442f2ebe26171c2716cb25b623792c_Owned_acceptOwnership,val,0,1,0,0,0,0,0
0,token0x5a33296b788f96337df7163ae79b551a935da73c_SafeERC20_safeTransferFrom,val,0,1,0,0,0,0,0
0,buggy_380xc6003a33f7464d6e6c1dc17344a75a9952187541_Lockable_lockedBalance,val,1,0,0,0,0,0,0
0,0x230c2a140e758087f7107dd31943c5c03b819e55,val,0,0,0,0,0,0,0
0,reentrancy__buggy_48,val,0,0,0,0,1,0,0
0,integer_overflow_multitx_onefunc_feasible0xe382eb93c1838473a22d3c680b82ac29eb0094cc_SafeERC20_safeTransferFrom,val,0,1,0,0,0,0,0
